AntallPaVenteliste,AntallPlasser,Avtaledato,Delelistelege,ErSio,Fastlege,Fellesliste,Fradato,Id,LedigePlasser,Oppstartsarsak,Valgbar,VentelisteTilgjengelig,auth_year,birth_year,gender,icon,lat,lon,offentlig_avtale
10,1500,2006-01-01T00:00:00,,False,,False,0001-01-01T00:00:00,5384,0,,False,True,,,,filter,58.149680228706664,8.000799100449427,
44,1350,2001-05-01T00:00:00,,False,,False,0001-01-01T00:00:00,5354,0,,False,True,,,,filter,58.145993041410165,7.989404307616853,
0,1200,2007-03-01T00:00:00,,False,,False,0001-01-01T00:00:00,5395,152,,True,False,,,,filter,58.142969846078486,7.9863593945871285,
39,950,2021-06-21T00:00:00,,False,,False,0001-01-01T00:00:00,100002864,0,,False,True,,,,filter,58.15425163462074,7.831488341665018,
0,1700,2001-05-01T00:00:00,,False,,False,0001-01-01T00:00:00,5319,419,,True,False,,,,filter,58.14870251351328,7.9912244935406,
61,1000,2003-01-01T00:00:00,,False,,False,0001-01-01T00:00:00,5377,0,,False,True,,,,filter,58.14532755821889,7.993411559787905,
108,1300,2011-04-01T00:00:00,,False,,False,0001-01-01T00:00:00,5385,0,,False,True,,,,filter,58.14977233510564,7.991915465422118,
0,1350,2023-11-01T00:00:00,,False,,False,0001-01-01T00:00:00,100005036,111,,True,False,,,,filter,58.144242760991915,8.003460323974835,
131,1150,2013-09-01T00:00:00,,False,,False,0001-01-01T00:00:00,5513,0,,False,True,,,,filter,58.149595687808805,7.831713335909161,
0,1400,2001-05-01T00:00:00,,False,,False,0001-01-01T00:00:00,5345,94,,True,False,,,,filter,58.14221683894859,8.001121399899793,
32,1075,2002-05-01T00:00:00,,False,,False,0001-01-01T00:00:00,5521,0,,False,True,,,,filter,58.09253093767718,7.813220839275634,
77,900,2021-03-01T00:00:00,,False,,False,0001-01-01T00:00:00,100002658,0,,False,True,,,,filter,58.154745467858724,8.054929397385974,
196,820,2019-07-01T00:00:00,,False,,False,0001-01-01T00:00:00,100001648,0,,False,True,,,,filter,58.107913640822034,7.967760892161029,
37,1000,2018-12-01T00:00:00,,False,,False,0001-01-01T00:00:00,100001358,0,,False,True,,,,filter,58.10571338374758,7.960344513052927,
135,830,2021-07-01T00:00:00,,False,,False,0001-01-01T00:00:00,100002892,0,,False,True,,,,filter,58.10608218957058,7.964901303557757,
